id,Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_75_plus_percentage,male_percentage,TotalPermits,calgary_cer_unemployment_rate,canada_unemployment_rate,calgary_cma_average_hourly_wage_rate,CLASS_CODE,COMM_NAME,property_assessment_median
127,PALLISER,PAL,2018,3672,83,SOUTH,-114.1121589,50.96676703,2260.348584,7.723274321,2517.656982,4438.820801,15.4,46.46,33,0.076,0.0595,32.05,1,PALLISER,325000
128,PANORAMA HILLS,PAN,2018,25710,298,NORTH,-114.0880634,51.15971101,1159.082069,7.055383651,8058.263184,6027.687988,2.28,49.5,114,0.076,0.0595,32.05,1,"""PANORAMA HILLS""",484500
129,PATTERSON,PAT,2018,4202,74,WEST,-114.1771423,51.06393988,1761.066159,7.473674677,2897.751709,3387.686279,7.8,47.16,21,0.076,0.0595,32.05,1,PATTERSON,357000
130,PENBROOKE MEADOWS,PEN,2018,8554,308,EAST,-113.9476872,51.04585329,3600.654664,8.188870959,2759.438721,3356.741455,4.1,52.57,41,0.076,0.0595,32.05,1,"""PENBROOKE MEADOWS""",293000
131,PINERIDGE,PIN,2018,10022,417,NORTHEAST,-113.946765,51.07425976,4160.846138,8.333473731,2449.286621,3144.901855,4.88,50.22,43,0.076,0.0595,32.05,1,PINERIDGE,317750
132,PARKDALE,PKD,2018,2566,97,CENTRE,-114.1353333,51.05994755,3780.20265,8.237532898,2011.689575,2597.321533,7.94,49.98,85,0.076,0.0595,32.05,1,PARKDALE,639000
133,PARKHILL,PKH,2018,1691,72,CENTRE,-114.0655345,51.01819229,4257.8356,8.356516235,298.7377014,2323.770508,3.38,50.15,28,0.076,0.0595,32.05,1,"""PARKHILL/STANLEY PARK""",589000
134,PARKLAND,PKL,2018,3660,49,SOUTH,-114.0285434,50.9212004,1338.797814,7.199527337,2927.963379,2701.901611,8.44,49.85,47,0.076,0.0595,32.05,1,PARKLAND,556000
135,POINT MCKAY,POI,2018,1343,18,CENTRE,-114.1461487,51.05954117,1340.282949,7.200636026,2257.198242,2411.004639,10.75,46.04,10,0.076,0.0595,32.05,1,"""POINT MCKAY""",394000
136,PUMP HILL,PUM,2018,1640,27,SOUTH,-114.1007873,50.9668277,1646.341463,7.40631081,1735.821289,3976.746826,22.34,45.6,9,0.076,0.0595,32.05,1,"""PUMP HILL""",867500
137,QUEENSLAND,QLD,2018,4743,76,SOUTH,-114.0225717,50.93822412,1602.361375,7.379233679,3290.374023,4354.193848,4.89,50.83,17,0.076,0.0595,32.05,1,QUEENSLAND,369500
138,QUEENS PARK VILLAGE,QPK,2018,455,13,CENTRE,-114.0776068,51.08514446,2857.142857,7.957577403,2628.644043,1417.362549,0,48.99, ,0.076,0.0595,32.05,1,"""QUEENS PARK VILLAGE""",3125000
139,RAMSAY,RAM,2018,2158,94,CENTRE,-114.0425323,51.03641206,4355.885079,8.379283101,1051.625732,690.7490234,2.29,52.38,43,0.076,0.0595,32.05,1,RAMSAY,485000
140,RANCHLANDS,RAN,2018,7607,143,NORTHWEST,-114.183647,51.11917908,1879.847509,7.53894594,1641.81604,6899.024414,3.21,49.79,31,0.076,0.0595,32.05,1,RANCHLANDS,352000
141,ROSSCARROCK,RCK,2018,3625,168,WEST,-114.1454859,51.04328787,4634.482759,8.441279877,724.9916382,710.2645874,3.15,49.05,58,0.076,0.0595,32.05,1,ROSSCARROCK,557000
142,ROSEDALE,RDL,2018,1560,41,CENTRE,-114.0782071,51.06268666,2628.205128,7.874056431,835.0904541,3434.749512,4.33,50.42,24,0.076,0.0595,32.05,1,ROSEDALE,989000
143,RED CARPET,RED,2018,1594,36,EAST,-113.9389258,51.04258063,2258.46926,7.722442544,3474.682373,4071.279785,7.24,51.98,10,0.076,0.0595,32.05,1,"""RED CARPET/MOUNTVIEW MOBILE PARK""",152500
144,RENFREW,REN,2018,6582,319,CENTRE,-114.039169,51.05965316,4846.5512,8.486022638,1181.789551,3229.345703,2.43,49.22,136,0.076,0.0595,32.05,1,RENFREW,424500
145,RICHMOND,RIC,2018,4962,172,CENTRE,-114.1184203,51.02971029,3466.344216,8.150855778,1408.832642,2489.895996,2.93,51.05,153,0.076,0.0595,32.05,1,RICHMOND,634000
146,RIDEAU PARK,RID,2018,594,19,CENTRE,-114.0741618,51.02487577,3198.653199,8.070485125,1216.763672,2549.429688,7.42,48.57,10,0.076,0.0595,32.05,1,"""RIDEAU PARK""",377500
147,RIVERBEND,RIV,2018,9244,153,SOUTHEAST,-114.0184303,50.97601886,1655.12765,7.411633415,3915.531494,4455.217285,3.52,50.44,53,0.076,0.0595,32.05,1,RIVERBEND,419000
148,ROSEMONT,RMT,2018,1254,34,CENTRE,-114.0900331,51.0783942,2711.323764,7.905192268,1609.568237,1614.646973,6.95,50.2,16,0.076,0.0595,32.05,1,ROSEMONT,623500
149,ROCKY RIDGE,ROC,2018,8398,86,NORTHWEST,-114.2459079,51.14407648,1024.053346,6.9315239,1519.866943,12167.25195,6.09,48.57,58,0.076,0.0595,32.05,1,"""ROCKY RIDGE""",394500
150,ROXBORO,ROX,2018,422,10,CENTRE,-114.0676448,51.02619585,2369.668246,7.770505244,881.3292236,2070.482422,6.16,53.55,11,0.076,0.0595,32.05,1,ROXBORO,1260000
151,ROYAL OAK,ROY,2018,11706,148,NORTHWEST,-114.2197619,51.14266073,1264.308901,7.142280929,1430.984985,10388.00098,2.25,48.75,43,0.076,0.0595,32.05,1,"""ROYAL OAK""",452250
152,REDSTONE,RSN,2018,5848,51,NORTHEAST,-113.9575028,51.17044617,872.0930233,6.770896096,5016.906738,5193.219238,0.81,50.5,402,0.076,0.0595,32.05,1,REDSTONE,411750
153,RUNDLE,RUN,2018,11688,369,NORTHEAST,-113.9700581,51.07423997,3157.084189,8.057404156,835.1165161,1794.106567,3.7,51.16,39,0.076,0.0595,32.05,1,RUNDLE,358000
154,RUTLAND PARK,RUT,2018,2263,64,WEST,-114.1373606,51.01899099,2828.104286,7.947361903,2046.328857,2195.852783,12.04,48.3,37,0.076,0.0595,32.05,1,"""RUTLAND PARK""",572500
155,SADDLE RIDGE,SAD,2018,22321,319,NORTHEAST,-113.9456225,51.13057324,1429.14744,7.264833349,569.2139893,684.8634033,1.74,50.23,360,0.076,0.0595,32.05,1,"""SADDLE RIDGE""",390500
156,SANDSTONE VALLEY,SAN,2018,5904,57,NORTH,-114.0949625,51.13773284,965.4471545,6.872591367,5968.245117,4999.72168,5.71,49.4,23,0.076,0.0595,32.05,1,"""SANDSTONE VALLEY""",422000
157,SCARBORO,SCA,2018,931,41,CENTRE,-114.1071798,51.04076553,4403.86681,8.390238254,720.8254395,3107.416504,4.2,51.78,11,0.076,0.0595,32.05,1,SCARBORO,947500
158,SCENIC ACRES,SCE,2018,8067,105,NORTHWEST,-114.217341,51.11270751,1301.599107,7.17134887,1314.463623,8851.4375,7.54,49.37,38,0.076,0.0595,32.05,1,"""SCENIC ACRES""",525000
159,SUNDANCE,SDC,2018,9736,127,SOUTH,-114.0420671,50.90164565,1304.437141,7.173526917,1910.383179,1343.384277,3.62,49.74,58,0.076,0.0595,32.05,1,SUNDANCE,469000
160,SETON,SET,2018,1134,47,SOUTHEAST,-113.9478999,50.87412338,4144.620811,8.329566582,8981.915039,8671.402344,16.4,42.55,215,0.076,0.0595,32.05,1,SETON,281750
161,SAGE HILL,SGH,2018,7924,123,NORTH,-114.1406861,51.17561697,1552.24634,7.347458413,7488.675781,9857.833008,2.12,48.06,199,0.076,0.0595,32.05,1,"""SAGE HILL""",306500
162,SHAGANAPPI,SHG,2018,1626,97,CENTRE,-114.1266523,51.04521136,5965.559656,8.693758153,410.0424194,1902.756104,2.72,50.53,36,0.076,0.0595,32.05,1,SHAGANAPPI,570500
163,SHEPARD INDUSTRIAL,SHI,2018,255,109,SOUTHEAST,-113.9927864,50.96149446,42745.09804,10.6630098,5780.375,6851.881836,9.61,55.02,27,0.076,0.0595,32.05,2,"""SHEPARD INDUSTRIAL""",680500
164,SHAWNESSY,SHN,2018,9368,220,SOUTH,-114.0739255,50.90337066,2348.420154,7.761498106,588.8694458,1086.448608,4.67,50.1,45,0.076,0.0595,32.05,1,SHAWNESSY,394000
165,SHAWNEE SLOPES,SHS,2018,1911,42,SOUTH,-114.085803,50.9261889,2197.802198,7.695213139,955.4318237,2843.977295,15.01,46.38,50,0.076,0.0595,32.05,1,"""SHAWNEE SLOPES""",389000
166,SHERWOOD,SHW,2018,6246,76,NORTH,-114.1520001,51.15999092,1216.778738,7.103962267,5618.982422,8633.541016,1.75,49.51,85,0.076,0.0595,32.05,1,SHERWOOD,545000
167,SIGNAL HILL,SIG,2018,13395,268,WEST,-114.179907,51.02290442,2000.746547,7.601275664,1727.736816,2607.82373,9.72,47.38,70,0.076,0.0595,32.05,1,"""SIGNAL HILL""",538750
168,SILVER SPRINGS,SIL,2018,8679,159,NORTHWEST,-114.1962818,51.10427454,1832.008296,7.513168074,1817.523804,7209.048828,6.37,49.4,67,0.076,0.0595,32.05,1,"""SILVER SPRINGS""",482500
169,SKYVIEW RANCH,SKR,2018,11707,211,NORTHEAST,-113.9583746,51.15612673,1802.34048,7.496841366,3456.336914,3651.623291,2.27,49,99,0.076,0.0595,32.05,1,"""SKYVIEW RANCH""",240500
170,SUNALTA,SNA,2018,3239,272,CENTRE,-114.1014859,51.04295989,8397.653597,9.035707612,263.603302,3534.115234,0.68,52.37,29,0.076,0.0595,32.05,1,SUNALTA,234000
171,SOUTH CALGARY,SOC,2018,4442,211,CENTRE,-114.1020747,51.02680215,4750.112562,8.465923594,2013.035156,3673.001709,1.71,49.7,87,0.076,0.0595,32.05,1,"""SOUTH CALGARY""",403500
172,SOMERSET,SOM,2018,8543,105,SOUTH,-114.0813808,50.89891142,1229.076437,7.114018302,868.0823364,1771.955811,4.64,49.45,35,0.076,0.0595,32.05,1,SOMERSET,397000
173,SOUTHVIEW,SOV,2018,1805,105,EAST,-113.9973392,51.03415221,5817.174515,8.668569944,1402.619019,2894.744385,8.78,53.83,17,0.076,0.0595,32.05,1,SOUTHVIEW,358500
174,SOUTHWOOD,SOW,2018,6246,192,SOUTH,-114.0831943,50.95775881,3073.967339,8.030724299,718.708252,4504.696777,6.09,50.01,61,0.076,0.0595,32.05,1,SOUTHWOOD,408000
175,SPRINGBANK HILL,SPH,2018,9943,139,WEST,-114.208425,51.02661949,1397.96842,7.242775333,1889.054443,4179.947754,2.9,49.76,74,0.076,0.0595,32.05,1,"""SPRINGBANK HILL""",612000
176,SPRUCE CLIFF,SPR,2018,4673,89,WEST,-114.1362778,51.04865971,1904.5581,7.552005292,903.9477539,1543.843506,6.71,46.86,34,0.076,0.0595,32.05,1,"""SPRUCE CLIFF""",241500
177,SADDLE RIDGE INDUSTRIAL,SRI,2018,25,37,NORTHEAST,-113.9757297,51.12518951,148000,11.90496755,995.5325928,2180.80835, , ,3,0.076,0.0595,32.05,2,"""SADDLE RIDGE INDUSTRIAL""",2230000
178,SUNNYSIDE,SSD,2018,4230,168,CENTRE,-114.0790291,51.05641953,3971.631206,8.286932172,375.8202209,4017.590576,1.97,48.76,33,0.076,0.0595,32.05,1,SUNNYSIDE,311500
179,SCARBORO/ SUNALTA WEST,SSW,2018,401,14,CENTRE,-114.114882,51.04220032,3491.27182,8.158021367,710.1702271,2595.236328,7.38,51.91,6,0.076,0.0595,32.05,1,"""SCARBORO/SUNALTA WEST""",845500
180,ST. ANDREWS HEIGHTS,STA,2018,1795,84,CENTRE,-114.1274373,51.06391056,4679.665738,8.450981963,1140.519165,3323.75415,17.07,47.96,30,0.076,0.0595,32.05,1,"""ST. ANDREWS HEIGHTS""",744750
181,STRATHCONA PARK,STR,2018,6855,59,WEST,-114.1775868,51.04741014,860.6856309,6.757729317,1166.03186,2098.678711,4.87,48.98,46,0.076,0.0595,32.05,1,"""STRATHCONA PARK""",615500
182,SUNRIDGE,SUN,2018,11,371,NORTHEAST,-113.9917006,51.0742216,3372727.273,15.03123225,720.0309448,1329.544312, , ,66,0.076,0.0595,32.05,2,SUNRIDGE,2045000
183,SILVERADO,SVO,2018,7655,75,SOUTH,-114.0712978,50.8829888,979.7517962,6.88729927,1797.299072,2773.337402,1.31,49.61,110,0.076,0.0595,32.05,1,SILVERADO,419500
184,TARADALE,TAR,2018,19026,297,NORTHEAST,-113.9340021,51.11794016,1561.02176,7.35309586,1312.21521,1031.005127,1.55,52.14,79,0.076,0.0595,32.05,1,TARADALE,370500
185,TEMPLE,TEM,2018,10977,309,NORTHEAST,-113.9467677,51.08879459,2814.97677,7.942709288,2463.013916,2205.105469,2.85,51.1,22,0.076,0.0595,32.05,1,TEMPLE,343000
186,THORNCLIFFE,THO,2018,8788,294,NORTH,-114.0687804,51.10310303,3345.471097,8.115362799,4570.599609,2225.55249,6.51,50.56,59,0.076,0.0595,32.05,1,THORNCLIFFE,418000
187,TUSCANY,TUS,2018,19884,188,NORTHWEST,-114.2408862,51.12191109,945.4838061,6.851696761,1443.759521,10721.56641,2.77,49.23,136,0.076,0.0595,32.05,1,TUSCANY,493500
188,TUXEDO PARK,TUX,2018,5326,283,CENTRE,-114.0610449,51.07421777,5313.55614,8.578016596,2448.261963,3067.821533,4.33,50.18,88,0.076,0.0595,32.05,1,"""TUXEDO PARK""",475000
189,UPPER MOUNT ROYAL,UMR,2018,2478,77,CENTRE,-114.0850257,51.02997368,3107.344633,8.041523825,1841.365356,3232.914307,5.67,51.32,34,0.076,0.0595,32.05,1,"""UPPER MOUNT ROYAL""",1600000
190,UNIVERSITY DISTRICT,UND,2018,705,24,NORTHWEST,-114.1449648,51.07385412,3404.255319,8.132781493,1684.162354,4000.280518,0,51.65,27,0.076,0.0595,32.05,1,"""UNIVERSITY DISTRICT""",5685000
191,UNIVERSITY HEIGHTS,UNI,2018,2921,73,NORTHWEST,-114.1330866,51.07040418,2499.144129,7.823703604,1227.028564,3563.725342,5.08,51.05,53,0.076,0.0595,32.05,1,"""UNIVERSITY HEIGHTS""",797000
192,UNIVERSITY OF CALGARY,UOC,2018,2367,18,NORTHWEST,-114.1299338,51.07502079,760.4562738,6.633918613,740.8067017,3067.443359,0,47.86,9,0.076,0.0595,32.05,1,"""UNIVERSITY OF CALGARY""",1037750
193,VALLEY RIDGE,VAL,2018,5585,90,WEST,-114.2512974,51.09538859,1611.459266,7.384895424,4330.820313,9438.545898,6.11,49.38,25,0.076,0.0595,32.05,1,"""VALLEY RIDGE""",554250
194,VARSITY,VAR,2018,12874,311,NORTHWEST,-114.1625068,51.09605377,2415.721609,7.789753325,815.095459,4741.008789,12.74,48.96,120,0.076,0.0595,32.05,1,VARSITY,469000
195,VISTA HEIGHTS,VIS,2018,2370,106,NORTHEAST,-114.0177052,51.07193318,4472.57384,8.405719325,2551.396484,2342.014404,3.34,50.04,9,0.076,0.0595,32.05,1,"""VISTA HEIGHTS""",360500
196,WALDEN,WAL,2018,6228,78,SOUTH,-114.0326195,50.87040629,1252.408478,7.132823759,4085.29126,4459.658203,5.02,48.05,262,0.076,0.0595,32.05,1,WALDEN,381500
197,WOODBINE,WBN,2018,8866,78,SOUTH,-114.1296282,50.94023326,879.7653959,6.779655276,4120.51416,6244.878906,4.55,50.51,50,0.076,0.0595,32.05,1,WOODBINE,447000
198,WESTGATE,WGT,2018,3202,63,WEST,-114.1585939,51.04417785,1967.5203,7.584529298,757.2023315,840.7418823,6.07,48.42,31,0.076,0.0595,32.05,1,WESTGATE,524000
199,WHITEHORN,WHI,2018,12019,368,NORTHEAST,-113.9700682,51.08877987,3061.818787,8.026764393,873.4872437,1257.784546,4.66,51.86,38,0.076,0.0595,32.05,1,WHITEHORN,349000
200,WEST HILLHURST,WHL,2018,6447,226,CENTRE,-114.1151585,51.05507951,3505.506437,8.162090279,1371.124878,3160.488525,3.75,49.6,167,0.076,0.0595,32.05,1,"""WEST HILLHURST""",693500
201,WILLOW PARK,WIL,2018,5328,190,SOUTH,-114.0561955,50.9566238,3566.066066,8.179218325,1308.5802,4695.03125,10.41,50.06,93,0.076,0.0595,32.05,1,"""WILLOW PARK""",496750
202,WINSTON HEIGHTS/MOUNTVIEW,WIN,2018,3635,162,CENTRE,-114.0418487,51.0752988,4456.671252,8.40215741,2921.00415,4040.599854,6.64,51.43,90,0.076,0.0595,32.05,1,"""WINSTON HEIGHTS/MOUNTVIEW""",542000
203,WILDWOOD,WLD,2018,2709,62,WEST,-114.1585386,51.05825825,2288.667405,7.735725008,2276.291016,2293.37915,6.87,48.92,37,0.076,0.0595,32.05,1,WILDWOOD,658000
204,WINDSOR PARK,WND,2018,4584,188,CENTRE,-114.0835522,51.00504544,4101.22164,8.319040169,1542.52832,1151.949951,5.42,48.88,34,0.076,0.0595,32.05,1,"""WINDSOR PARK""",229000
205,WOODLANDS,WOO,2018,6002,101,SOUTH,-114.1061596,50.94112398,1682.772409,7.428197956,2549.984131,5192.589355,5.09,49.16,29,0.076,0.0595,32.05,1,WOODLANDS,443500
206,WEST SPRINGS,WSP,2018,10758,109,WEST,-114.2061707,51.0597831,1013.199479,6.920868404,2777.680176,4518.953613,1.59,49.09,186,0.076,0.0595,32.05,1,"""WEST SPRINGS""",626000
207,ABBEYDALE,ABB,2019,5957,140,NORTHEAST,-113.9278039,51.05941501,2350.176263,7.76224561,3768.14209,4199.871582,2.2,51.35,11,0.0725,0.057,33.05,1,ABBEYDALE,300000
208,ACADIA,ACA,2019,10520,423,SOUTH,-114.053696,50.97241507,4020.912548,8.299264158,1568.291382,3086.125977,9.07,50.57,113,0.0725,0.057,33.05,1,ACADIA,405500
209,ALBERT PARK/RADISSON HEIGHTS,ALB,2019,6997,371,EAST,-113.9967779,51.04453295,5302.272402,8.575890763,389.9811707,2099.138428,3.71,51.91,65,0.0725,0.057,33.05,1,"""ALBERT PARK/RADISSON HEIGHTS""",311500
210,ALTADORE,ALT,2019,6942,228,CENTRE,-114.1007824,51.01595412,3284.356093,8.096925898,2836.883789,2916.125732,2.28,48.98,152,0.0725,0.057,33.05,1,ALTADORE,782000
211,APPLEWOOD PARK,APP,2019,6981,163,EAST,-113.9278103,51.04487483,2334.909039,7.755728214,4053.160889,4619.529785,2.9,50.81,11,0.0725,0.057,33.05,1,"""APPLEWOOD PARK""",347500
212,ARBOUR LAKE,ARB,2019,10619,242,NORTHWEST,-114.207675,51.13259471,2278.933986,7.731463063,1132.820679,9085.507813,8.37,48.77,57,0.0725,0.057,33.05,1,"""ARBOUR LAKE""",467500
213,ASPEN WOODS,ASP,2019,9446,94,WEST,-114.2078018,51.04518148,995.1302138,6.902873597,1643.640991,4024.091553,2.41,49.35,73,0.0725,0.057,33.05,1,"""ASPEN WOODS""",778000
214,AUBURN BAY,AUB,2019,17607,193,SOUTHEAST,-113.9578173,50.89270535,1096.154938,6.999563825,7785.311523,7251.579102,1.22,49.58,152,0.0725,0.057,33.05,1,"""AUBURN BAY""",450000
215,BONAVISTA DOWNS,BDO,2019,928,26,SOUTH,-114.0315055,50.94373043,2801.724138,7.93799027,2820.298584,4550.981445,4.97,52.76,11,0.0725,0.057,33.05,1,"""BONAVISTA DOWNS""",424000
216,BEDDINGTON HEIGHTS,BED,2019,11514,166,NORTH,-114.0849111,51.13164399,1441.72312,7.273594288,5936.874023,4046.490967,4.01,49.87,63,0.0725,0.057,33.05,1,"""BEDDINGTON HEIGHTS""",359500
217,BEL-AIRE,BEL,2019,390,13,CENTRE,-114.0889343,50.99944255,3333.333333,8.111728083,1644.597168,1201.698486,7.61,48.29,16,0.0725,0.057,33.05,1,BEL-AIRE,1720000
218,BELTLINE,BLN,2019,25129,2229,CENTRE,-114.0551861,51.03743796,8870.229615,9.090455962,252.4011383,1374.914185,2.61,51.94,233,0.0725,0.057,33.05,1,BELTLINE,188000
219,BANFF TRAIL,BNF,2019,4153,200,CENTRE,-114.1151284,51.07421633,4815.79581,8.479656588,364.3628235,2400.795898,3.38,54.38,104,0.0725,0.057,33.05,1,"""BANFF TRAIL""",633500
220,BANKVIEW,BNK,2019,5256,338,CENTRE,-114.1004832,51.03412753,6430.745814,8.7688458,1195.243042,3557.627686,1.43,51.27,37,0.0725,0.057,33.05,1,BANKVIEW,241000
221,BOWNESS,BOW,2019,11150,416,NORTHWEST,-114.1883885,51.08334629,3730.941704,8.224415948,2947.017822,5656.612305,5.86,49.83,163,0.0725,0.057,33.05,1,BOWNESS,386500
222,BRAESIDE,BRA,2019,5805,100,SOUTH,-114.1063659,50.95600269,1722.652885,7.451620757,2238.37915,5220.638672,5.86,49.13,28,0.0725,0.057,33.05,1,BRAESIDE,386000
223,BRIDGELAND/RIVERSIDE,BRD,2019,6835,353,CENTRE,-114.0350798,51.05055069,5164.594001,8.549581773,405.9263611,2232.391357,8.45,47.93,79,0.0725,0.057,33.05,1,BRIDGELAND/RIVERSIDE,288500
224,BRENTWOOD,BRE,2019,7267,237,NORTHWEST,-114.1359192,51.09606554,3261.318288,8.089886775,1067.33728,2672.572266,7.76,50.28,95,0.0725,0.057,33.05,1,BRENTWOOD,506000
225,BRIDLEWOOD,BRI,2019,12641,127,SOUTH,-114.1102262,50.89925717,1004.667352,6.912411773,2891.437012,3660.810303,2.04,49.22,62,0.0725,0.057,33.05,1,BRIDLEWOOD,377000
226,BRITANNIA,BRT,2019,690,18,CENTRE,-114.0862774,51.012644,2608.695652,7.866605625,1826.200806,1942.412964,6.13,49.64,18,0.0725,0.057,33.05,1,BRITANNIA,1515000
227,BELVEDERE,BVD,2019,41,11,EAST,-113.904983,51.03782747,26829.26829,10.19724867,5832.635742,6402.229004, , ,14,0.0725,0.057,33.05,1,BELVEDERE,1140000
228,BAYVIEW,BYV,2019,751,24,SOUTH,-114.1139643,50.97463476,3195.739015,8.069573644,2804.05835,3896.888916,8.26,47.8,18,0.0725,0.057,33.05,1,BAYVIEW,960500
229,CAMBRIAN HEIGHTS,CAM,2019,2036,48,CENTRE,-114.089379,51.08433917,2357.563851,7.765384098,2403.767578,966.4053345,6.64,50.39,40,0.0725,0.057,33.05,1,"""CAMBRIAN HEIGHTS""",566750
230,CANYON MEADOWS,CAN,2019,7624,170,SOUTH,-114.0820063,50.94095721,2229.80063,7.709667457,1083.845825,4238.694336,5.6,50.22,53,0.0725,0.057,33.05,1,"""CANYON MEADOWS""",427500
231,CAPITOL HILL,CAP,2019,4744,232,CENTRE,-114.0946312,51.07266528,4890.387858,8.495026896,1054.197754,2118.908447,3.7,52.74,92,0.0725,0.057,33.05,1,"""CAPITOL HILL""",585500
232,CARRINGTON,CAR,2019,572,17,NORTH,-114.0887654,51.18568826,2972.027972,7.996999818,10042.7832,6946.60498,1.24,49.82,356,0.0725,0.057,33.05,1,CARRINGTON,312500
233,CASTLERIDGE,CAS,2019,6127,138,NORTHEAST,-113.9610297,51.10525413,2252.325771,7.719718637,1112.139038,1016.384155,2.36,51.01,33,0.0725,0.057,33.05,1,CASTLERIDGE,317250
234,CEDARBRAE,CED,2019,6094,91,SOUTH,-114.1296216,50.95819945,1493.272071,7.308725012,3783.674805,6046.554688,5.18,49.08,29,0.0725,0.057,33.05,1,CEDARBRAE,365500
235,COUGAR RIDGE,CGR,2019,6997,80,WEST,-114.2090798,51.07188085,1143.347149,7.041715335,4094.203369,5509.40332,1.07,49.76,28,0.0725,0.057,33.05,1,"""COUGAR RIDGE""",560000
236,CHAPARRAL,CHA,2019,12654,89,SOUTH,-114.0256688,50.88467246,703.3349139,6.555833185,3436.301025,3411.560303,2.45,49.73,41,0.0725,0.057,33.05,1,CHAPARRAL,470000
237,CHINOOK PARK,CHK,2019,1662,51,SOUTH,-114.088994,50.98322809,3068.592058,8.028974122,1184.178467,1997.937256,10.88,48.64,12,0.0725,0.057,33.05,1,"""CHINOOK PARK""",697000
238,CHINATOWN,CHN,2019,2471,120,CENTRE,-114.0655219,51.05282359,4856.333468,8.488039002,487.4941101,2796.670166,20.07,48.96,20,0.0725,0.057,33.05,1,CHINATOWN,288500
239,CHRISTIE PARK,CHR,2019,2128,36,WEST,-114.1760176,51.04079953,1691.729323,7.433506553,557.4190674,1745.203369,15.46,47.43,11,0.0725,0.057,33.05,1,"""CHRISTIE PARK""",659250
240,COUNTRY HILLS VILLAGE,CHV,2019,2597,156,NORTH,-114.0613954,51.15820385,6006.931074,8.700669261,7926.130371,4360.632324,15.72,45.38,6,0.0725,0.057,33.05,1,"""COUNTRY HILLS VILLAGE""",182000
241,CHARLESWOOD,CHW,2019,3569,77,NORTHWEST,-114.1122123,51.09008805,2157.467078,7.676690163,617.2336426,1784.659424,7.73,52.36,64,0.0725,0.057,33.05,1,CHARLESWOOD,600500
242,CITADEL,CIT,2019,10077,79,NORTHWEST,-114.1839369,51.14453876,783.9634812,6.664362439,2922.041016,8540.134766,2.46,49.38,49,0.0725,0.057,33.05,1,CITADEL,443000
243,CLIFF BUNGALOW,CLI,2019,1895,216,CENTRE,-114.0749017,51.03393319,11398.41689,9.341229755,1137.979126,2550.943848,2.41,49.65,25,0.0725,0.057,33.05,1,"""CLIFF BUNGALOW""",263500
244,CORNERSTONE,CNS,2019,2648,39,NORTHEAST,-113.9305705,51.15735997,1472.809668,7.294927194,3727.137939,3785.679199,0.3,53.49,572,0.0725,0.057,33.05,1,CORNERSTONE,300500
245,COACH HILL,COA,2019,3244,63,WEST,-114.1829796,51.05838583,1942.046856,7.571497776,2325.022461,3148.549805,6.56,46.81,21,0.0725,0.057,33.05,1,"""COACH HILL""",372500
246,COLLINGWOOD,COL,2019,2249,62,NORTHWEST,-114.1024036,51.08350991,2756.780791,7.921818898,1509.693604,963.7573853,7.71,49.98,38,0.0725,0.057,33.05,1,COLLINGWOOD,566000
247,CORAL SPRINGS,COR,2019,5801,102,NORTHEAST,-113.9269485,51.10335277,1758.317531,7.472112683,2898.006104,2651.960449,4.54,51.11,14,0.0725,0.057,33.05,1,"""CORAL SPRINGS""",471500
248,COUNTRY HILLS,COU,2019,3767,63,NORTH,-114.0798938,51.14377568,1672.41837,7.422025984,7206.637207,4663.444824,4.95,49.03,32,0.0725,0.057,33.05,1,"""COUNTRY HILLS""",344500
249,COVENTRY HILLS,COV,2019,17667,211,NORTH,-114.0531434,51.16490633,1194.317088,7.085329827,7931.32959,4451.202148,1.29,50.22,102,0.0725,0.057,33.05,1,"""COVENTRY HILLS""",383000
250,COPPERFIELD,CPF,2019,13823,144,SOUTHEAST,-113.9294598,50.91781279,1041.742024,6.948649614,9926.171875,9193.566406,0.72,50.44,113,0.0725,0.057,33.05,1,COPPERFIELD,353500
251,CRANSTON,CRA,2019,19884,184,SOUTHEAST,-113.9799915,50.87820239,925.3671294,6.830190555,6661.673828,6412.44043,1.75,49.74,268,0.0725,0.057,33.05,1,CRANSTON,435500
252,CRESCENT HEIGHTS,CRE,2019,6620,400,CENTRE,-114.0616132,51.05949595,6042.296073,8.706539363,1445.833496,3585.981689,5.13,50.17,102,0.0725,0.057,33.05,1,"""CRESCENT HEIGHTS""",321500
253,CRESTMONT,CRM,2019,1690,15,WEST,-114.2690467,51.08370277,887.5739645,6.788491858,5607.623047,9237.425781,1.36,50.3,125,0.0725,0.057,33.05,1,CRESTMONT,568000
254,CITYSCAPE,CSC,2019,3104,42,NORTHEAST,-113.961258,51.14703156,1353.092784,7.210148202,2475.445557,2689.75293,1.1,50.05,155,0.0725,0.057,33.05,1,CITYSCAPE,379500
255,DALHOUSIE,DAL,2019,8940,185,NORTHWEST,-114.1581554,51.10940994,2069.35123,7.634990422,701.0775757,4828.660156,8.07,49.58,85,0.0725,0.057,33.05,1,DALHOUSIE,439500
